,Player,PER
251,Kyle Korver,13.0
252,Kosta Koufos,12.6
253,Nenad Krstić,13.1
254,Carl Landry,14.8
255,Acie Law,9.9
256,Gani Lawal,-9.1
257,Ty Lawson,17.9
258,Courtney Lee,12.6
259,David Lee,17.8
260,Rashard Lewis,12.0
261,Jeremy Lin,14.8
262,Shaun Livingston,14.3
263,Brook Lopez,19.3
264,Robin Lopez,13.9
265,Kevin Love,24.3
266,Kyle Lowry,16.5
267,John Lucas III,-0.1
268,Corey Maggette,15.8
269,Jamaal Magloire,12.7
270,Ian Mahinmi,13.7
271,Shawn Marion,17.0
272,Sean Marks,4.9
273,Cartier Martin,11.7
274,Kenyon Martin,14.1
275,Kevin Martin,21.4
276,Roger Mason,7.1
277,Wesley Matthews,15.5
278,Jason Maxiell,9.4
279,Eric Maynor,11.7
280,O.J. Mayo,12.6
281,Luc Mbah a Moute,11.5
282,Antonio McDyess,12.8
283,JaVale McGee,17.4
284,Tracy McGrady,14.9
285,Dominic McGuire,10.4
286,Josh McRoberts,16.0
287,Jodie Meeks,12.5
288,Pops Mensah-Bonsu,-0.1
289,C.J. Miles,14.4
290,Darko Miličić,12.2
291,Andre Miller,17.8
292,Brad Miller,16.3
293,Mike Miller,9.7
294,Patty Mills,13.0
295,Paul Millsap,19.8
296,Yao Ming,19.8
297,Nazr Mohammed,15.9
298,Greg Monroe,18.0
299,Jamario Moon,10.1
300,Anthony Morrow,12.1
301,Timofey Mozgov,10.8
302,Byron Mullens,3.5
303,Troy Murphy,8.0
304,Hamady N'Diaye,5.3
305,Eduardo Nájera,5.5
306,Steve Nash,20.8
307,Gary Neal,13.1
308,Jameer Nelson,15.4
309,Joakim Noah,18.8
310,Andrés Nocioni,10.1
311,Steve Novak,17.8
312,Dirk Nowitzki,23.4
313,Jermaine O'Neal,9.2
314,Shaquille O'Neal,17.4
315,Fabricio Oberto,0.8
316,Lamar Odom,19.4
317,Emeka Okafor,16.0
318,Mehmet Okur,12.6
319,Travis Outlaw,8.8
320,Larry Owens,11.2
321,Zaza Pachulia,12.4
322,Anthony Parker,10.5
323,Tony Parker,20.4
324,Patrick Patterson,16.7
325,Chris Paul,23.7
326,Sasha Pavlović,6.0
327,Nikola Peković,11.2
328,Kendrick Perkins,9.6
329,Morris Peterson,1.7
330,Johan Petro,9.9
331,Paul Pierce,19.7
332,Mickaël Piétrus,9.8
333,Dexter Pittman,-6.4
334,Quincy Pondexter,8.5
335,James Posey,7.5
336,Leon Powe,15.0
337,Josh Powell,8.0
338,A.J. Price,10.7
339,Ronnie Price,5.5
340,Tayshaun Prince,15.1
341,Joel Przybilla,6.2
342,Chris Quinn,7.5
343,Vladimir Radmanović,12.6
344,Anthony Randolph,16.2
345,Zach Randolph,22.6
346,Theo Ratliff,4.4
347,Andy Rautins,-1.2
348,Michael Redd,9.7
349,J.J. Redick,12.8
350,Jason Richardson,15.0
351,Quentin Richardson,8.1
352,Luke Ridnour,15.0
353,Nate Robinson,10.0
354,Rajon Rondo,17.1
355,Derrick Rose,23.5
356,Quinton Ross,3.7
357,Brandon Roy,13.9
358,Brandon Rush,10.6
359,John Salmons,12.8
360,Samardo Samuels,11.7
361,Larry Sanders,11.0
362,Brian Scalabrine,6.5
363,Luis Scola,18.4
364,Thabo Sefolosha,10.4
365,Kevin Séraphin,8.4
366,Ramon Sessions,19.0
367,Mustafa Shakur,6.8
368,Garret Siler,13.5
369,Bobby Simmons,-5.5
370,Brian Skinner,0.0
371,Craig Smith,15.4
372,Ish Smith,7.6
373,J.R. Smith,16.4
374,Jason Smith,10.8
375,Joe Smith,-0.1
376,Josh Smith,19.2
377,Darius Songaila,1.2
378,Marreese Speights,15.3
379,Tiago Splitter,16.0
380,Jerry Stackhouse,6.0
381,Lance Stephenson,5.5
382,DeShawn Stevenson,9.8
383,Peja Stojaković,15.2
384,Amar'e Stoudemire,22.7
385,Rodney Stuckey,18.4
386,DaJuan Summers,4.4
387,Pape Sy,9.2
388,Jermaine Taylor,12.2
389,Jeff Teague,14.6
390,Sebastian Telfair,10.5
391,Garrett Temple,4.7
392,Jason Terry,15.9
393,Hasheem Thabeet,4.7
394,Etan Thomas,15.1
395,Kurt Thomas,10.0
396,Tyrus Thomas,18.2
397,Jason Thompson,13.6
398,Al Thornton,11.7
399,Marcus Thornton,16.5
400,Anthony Tolliver,13.3
401,Ronny Turiaf,13.6
402,Hedo Türkoğlu,13.4
403,Evan Turner,10.8
404,Ekpe Udoh,9.7
405,Ime Udoka,5.3
406,Beno Udrih,15.7
407,Ben Uzoh,14.7
408,Anderson Varejão,15.2
409,Greivis Vásquez,9.4
410,Charlie Villanueva,15.9
411,Sasha Vujačić,12.3
412,Dwyane Wade,25.6
413,Von Wafer,10.6
414,Henry Walker,11.3
415,John Wall,15.8
416,Ben Wallace,12.3
417,Gerald Wallace,16.2
418,Luke Walton,5.1
419,Willie Warren,10.8
420,Hakim Warrick,16.5
421,C.J. Watson,12.8
422,Earl Watson,10.2
423,Kyle Weaver,11.3
424,Martell Webster,12.4
425,Sonny Weems,10.2
426,David West,20.4
427,Delonte West,12.3
428,Mario West,9.1
429,Russell Westbrook,23.6
430,D.J. White,15.3
431,Hassan Whiteside,-17.9
432,Chris Wilcox,18.0
433,Damien Wilkins,11.4
434,Deron Williams,21.1
435,Jason Williams,8.4
436,Jawad Williams,4.8
437,Lou Williams,18.9
438,Marvin Williams,13.5
439,Mo Williams,13.9
440,Reggie Williams,14.9
441,Shawne Williams,12.2
442,Shelden Williams,12.3
443,Terrence Williams,6.9
444,Metta World Peace,11.2
445,Antoine Wright,-4.8
446,Brandan Wright,15.9
447,Dorell Wright,15.0
448,Julian Wright,12.1
449,Nick Young,14.5
450,Sam Young,12.5
451,Thaddeus Young,18.4
