,Player,PER
69,Armoni Brooks,10.4
70,Dillon Brooks,12.1
71,Bruce Brown,16.1
72,Charlie Brown Jr.,4.1
73,Jaylen Brown,19.9
74,Moses Brown,18.8
75,Sterling Brown,11.1
76,Troy Brown Jr.,8.5
77,Jalen Brunson,17.1
78,Elijah Bryant,10.6
79,Thomas Bryant,18.7
80,Reggie Bullock,11.1
81,Trey Burke,12.6
82,Alec Burks,14.8
83,Jimmy Butler,26.5
84,Bruno Caboclo,9.0
85,Devontae Cacok,17.2
86,Kentavious Caldwell-Pope,10.7
87,Facundo Campazzo,11.6
88,Vlatko Čančar,9.7
89,Devin Cannady,11.2
90,Clint Capela,24.3
91,Vernon Carey Jr.,11.7
92,Jevon Carter,12.2
93,Wendell Carter Jr.,16.7
94,Michael Carter-Williams,9.5
95,Alex Caruso,11.1
96,Willie Cauley-Stein,14.3
97,Chris Chiozza,12.9
98,Marquese Chriss,11.8
99,Gary Clark,6.0
100,Brandon Clarke,17.3
101,Jordan Clarkson,17.1
102,Nic Claxton,16.9
103,Amir Coffey,10.1
104,John Collins,20.6
105,Mike Conley,19.2
106,Pat Connaughton,11.3
107,Quinn Cook,12.7
108,Tyler Cook,12.8
109,DeMarcus Cousins,16.4
110,Robert Covington,11.2
111,Torrey Craig,14.2
112,Jae Crowder,11.8
113,Jarrett Culver,8.8
114,Seth Curry,12.9
115,Stephen Curry,26.3
116,Nate Darling,8.2
117,Anthony Davis,22.1
118,Ed Davis,13.1
119,Terence Davis,12.7
120,Gabriel Deck,16.1
121,Dewayne Dedmon,24.5
122,Matthew Dellavedova,7.3
123,DeMar DeRozan,22.0
124,Mamadi Diakite,12.3
125,Hamidou Diallo,14.3
126,Gorgui Dieng,19.2
127,Spencer Dinwiddie,10.1
128,Donte DiVincenzo,13.0
129,Luka Dončić,25.3
130,Luguentz Dort,10.1
131,Damyean Dotson,8.1
132,Devon Dotson,19.3
133,Sekou Doumbouya,6.9
134,PJ Dozier,10.4
135,Goran Dragić,13.0
136,Andre Drummond,19.4
137,Jared Dudley,4.4
138,Kris Dunn,-5.7
139,Kevin Durant,26.4
140,Anthony Edwards,13.9
141,Carsen Edwards,10.2
142,CJ Elleby,9.4
143,Henry Ellenson,12.8
144,Wayne Ellington,12.2
145,Joel Embiid,30.3
146,James Ennis III,12.5
147,Drew Eubanks,17.9
148,Dante Exum,5.9
149,Tacko Fall,19.6
150,Derrick Favors,19.7
151,Cristiano Felício,14.7
152,Terrance Ferguson,-7.1
153,Bruno Fernando,6.2
154,Yogi Ferrell,14.4
155,Dorian Finney-Smith,12.0
156,Malik Fitts,2.9
157,Malachi Flynn,10.9
158,Bryn Forbes,12.8
159,Trent Forrest,11.2
160,Evan Fournier,16.7
161,De'Aaron Fox,20.7
162,Robert Franks,16.5
163,Tim Frazier,-0.5
164,Enes Freedom,22.4
165,Markelle Fultz,12.0
166,Wenyen Gabriel,9.8
167,Daniel Gafford,22.2
168,Danilo Gallinari,16.3
169,Langston Galloway,12.1
170,Darius Garland,14.2
171,Marc Gasol,12.2
172,Rudy Gay,14.7
173,Paul George,20.5
174,Taj Gibson,16.0
175,Harry Giles,12.4
176,Shai Gilgeous-Alexander,21.6
177,Anthony Gill,13.7
178,Freddie Gillespie,13.4
179,Rudy Gobert,23.5
180,Brandon Goodwin,9.2
181,Aaron Gordon,14.5
182,Eric Gordon,14.4
183,Devonte' Graham,14.6
184,Jerami Grant,16.9
185,Danny Green,12.1
186,Draymond Green,13.3
187,JaMychal Green,13.6
188,Javonte Green,12.1
189,Jeff Green,13.0
190,Josh Green,8.8
191,Blake Griffin,12.9
192,Kyle Guy,8.5
193,Rui Hachimura,11.4
194,Ashton Hagans,-12.4
195,Tyrese Haliburton,16.2
196,Donta Hall,22.3
197,Josh Hall,1.0
198,R.J. Hampton,11.1
199,Tim Hardaway Jr.,15.7
200,James Harden,24.5
201,Maurice Harkless,8.1
202,Jared Harper,-10.8
203,Montrezl Harrell,22.7
204,Gary Harris,9.1
205,Jalen Harris,15.2
206,Joe Harris,14.1
207,Tobias Harris,20.0
208,Shaquille Harrison,6.8
209,Josh Hart,12.2
210,Isaiah Hartenstein,17.9
211,Udonis Haslem,54.6
212,Jaxson Hayes,19.1
213,Killian Hayes,5.3
214,Gordon Hayward,17.6
215,Juancho Hernangómez,12.1
216,Willy Hernangómez,19.6
217,Tyler Herro,13.3
218,Buddy Hield,12.8
219,George Hill,13.1
220,Solomon Hill,6.7
221,Nate Hinton,10.4
222,Jaylen Hoard,13.4
223,Aaron Holiday,9.2
224,Jrue Holiday,20.0
225,Justin Holiday,10.4
226,Rondae Hollis-Jefferson,14.4
227,Richaun Holmes,20.2
228,Rodney Hood,5.6
229,Al Horford,17.4
230,Talen Horton-Tucker,12.9
231,Danuel House Jr.,9.1
232,Dwight Howard,17.8
233,Markus Howard,6.4
234,Kevin Huerter,12.2
235,Elijah Hughes,8.4
236,De'Andre Hunter,15.7
237,Chandler Hutchison,6.8
238,Serge Ibaka,18.2
239,Andre Iguodala,9.2
240,Ersan İlyasova,12.1
241,Joe Ingles,15.9
242,Brandon Ingram,19.2
243,Kyrie Irving,24.4
244,Wes Iwundu,4.3
245,Frank Jackson,13.2
246,Jaren Jackson Jr.,18.0
247,Josh Jackson,12.0
248,Justin Jackson,10.4
249,Reggie Jackson,14.2
250,Justin James,11.3
251,LeBron James,24.2
252,Mike James,11.9
253,DaQuan Jeffries,7.9
254,Ty Jerome,13.4
255,Isaiah Joe,9.5
256,Alize Johnson,23.5
257,Cameron Johnson,11.8
258,James Johnson,11.4
259,Keldon Johnson,13.8
260,Stanley Johnson,8.8
261,Tyler Johnson,8.2
262,Nikola Jokić,31.3
263,Damian Jones,14.6
264,Derrick Jones Jr.,11.9
265,Mason Jones,12.1
266,Tre Jones,12.1
267,Tyus Jones,15.0
268,DeAndre Jordan,17.1
269,Cory Joseph,12.5
270,Mfiondu Kabengele,9.5
271,Frank Kaminsky,15.8
272,Luke Kennard,12.7
273,Louis King,21.2
274,Maxi Kleber,10.6
275,Nathan Knight,13.9
276,Kevin Knox,9.1
277,John Konchar,14.8
278,Furkan Korkmaz,12.8
279,Luke Kornet,13.3
280,Rodions Kurucs,6.3
281,Kyle Kuzma,12.7
282,Anthony Lamb,8.7
283,Jeremy Lamb,15.8
284,Romeo Langford,5.1
285,Zach LaVine,21.5
286,Jake Layman,11.4
287,T.J. Leaf,11.2
288,Jalen Lecque,4.7
289,Damion Lee,11.8
290,Saben Lee,13.8
291,Alex Len,16.4
292,Kawhi Leonard,26.0
293,Meyers Leonard,6.6
294,Caris LeVert,17.8
295,Kira Lewis Jr.,10.3
296,Damian Lillard,25.6
297,Nassir Little,11.6
298,Kevon Looney,11.9
299,Brook Lopez,15.4
300,Robin Lopez,16.7
301,Didi Louzada,-0.9
302,Kevin Love,15.1
303,Kyle Lowry,16.5
304,Timothé Luwawu-Cabarrot,7.8
305,Trey Lyles,11.4
306,Will Magnay,-35.1
307,Thon Maker,18.6
308,Théo Maledon,8.2
309,Karim Mané,1.3
310,Terance Mann,13.8
311,Nico Mannion,9.3
312,Boban Marjanović,22.6
313,Lauri Markkanen,15.2
314,Naji Marshall,11.4
315,Caleb Martin,9.5
316,Cody Martin,10.6
317,Jeremiah Martin,1.4
318,Kelan Martin,13.9
319,Kenyon Martin Jr.,14.6
320,Frank Mason III,7.5
321,Garrison Mathews,9.7
322,Dakota Mathias,9.8
323,Wesley Matthews,7.2
324,Tyrese Maxey,14.5
325,Skylar Mays,16.8
326,Patrick McCaw,12.0
327,CJ McCollum,20.8
328,T.J. McConnell,16.9
329,Jaden McDaniels,8.9
330,Jalen McDaniels,11.4
331,Doug McDermott,15.6
332,Sean McDermott,7.2
333,JaVale McGee,17.0
334,Rodney McGruder,16.1
335,Alfonzo McKinnie,15.5
336,Jordan McLaughlin,12.0
337,Ben McLemore,8.5
338,Nicolò Melli,7.9
339,De'Anthony Melton,15.2
340,Sam Merrill,11.9
341,Chimezie Metu,14.5
342,Khris Middleton,18.2
343,Darius Miller,15.9
344,Patty Mills,11.8
345,Paul Millsap,16.4
346,Shake Milton,14.6
347,Donovan Mitchell,21.3
348,Adam Mokoka,2.2
349,Malik Monk,13.6
350,E'Twaun Moore,10.4
351,Ja Morant,16.7
352,Juwan Morgan,8.5
353,Marcus Morris,14.5
354,Markieff Morris,9.3
355,Monte Morris,14.0
356,Mychal Mulder,10.8
357,Dejounte Murray,16.5
358,Jamal Murray,18.3
359,Mike Muscala,14.7
360,Svi Mykhailiuk,10.4
361,Abdel Nader,13.4
362,Larry Nance Jr.,13.2
363,Aaron Nesmith,9.4
364,Raul Neto,13.0
365,Georges Niang,11.4
366,Zeke Nnaji,11.3
367,Nerlens Noel,14.8
368,Jaylen Nowell,12.3
369,Frank Ntilikina,7.7
370,Kendrick Nunn,14.2
371,James Nunnally,8.3
372,Jusuf Nurkić,20.5
373,David Nwaba,14.4
374,Jordan Nwora,16.1
375,Royce O'Neale,9.9
376,Semi Ojeleye,8.3
377,Jahlil Okafor,13.1
378,Chuma Okeke,11.8
379,Josh Okogie,9.1
380,Onyeka Okongwu,16.8
381,Isaac Okoro,7.9
382,KZ Okpala,5.2
383,Victor Oladipo,14.3
384,Cameron Oliver,17.2
385,Kelly Olynyk,16.4
386,Miye Oni,6.4
387,Cedi Osman,10.3
388,Daniel Oturu,12.5
389,Kelly Oubre Jr.,13.3
390,Jabari Parker,14.7
391,Eric Paschall,13.4
392,Anžejs Pasečņiks,-40.6
393,Patrick Patterson,10.9
394,Justin Patton,11.6
395,Chris Paul,21.4
396,Cameron Payne,17.4
397,Elfrid Payton,11.7
398,Gary Payton II,29.2
399,Norvel Pelle,11.6
400,Reggie Perry,11.0
401,Theo Pinson,-8.1
402,Mason Plumlee,18.7
403,Jakob Poeltl,17.5
404,Vincent Poirier,1.6
405,Aleksej Pokusevski,6.1
406,Jordan Poole,15.1
407,Jontay Porter,9.2
408,Kevin Porter Jr.,12.5
409,Michael Porter Jr.,20.6
410,Otto Porter Jr.,14.5
411,Bobby Portis,19.9
412,Kristaps Porziņģis,21.3
413,Dwight Powell,16.8
414,Norman Powell,16.2
415,Taurean Prince,12.1
416,Payton Pritchard,12.4
417,Immanuel Quickley,15.8
418,Jahmi'us Ramsey,10.5
419,Chasson Randle,7.4
420,Julius Randle,19.7
421,Cam Reddish,9.3
422,J.J. Redick,9.9
423,Paul Reed,21.2
424,Naz Reid,18.2
425,Cameron Reynolds,6.5
426,Nick Richards,5.5
427,Josh Richardson,11.9
428,Grant Riller,23.6
429,Austin Rivers,9.9
430,Andre Roberson,4.2
431,Duncan Robinson,11.0
432,Glenn Robinson III,9.0
433,Jerome Robinson,4.1
434,Justin Robinson,6.0
435,Mitchell Robinson,17.7
436,Isaiah Roby,11.9
437,Rajon Rondo,13.2
438,Derrick Rose,18.3
439,Terrence Ross,13.2
440,Terry Rozier,17.1
441,Ricky Rubio,13.5
442,D'Angelo Russell,17.6
443,Domantas Sabonis,20.6
444,Luka Šamanić,9.8
445,JaKarr Sampson,10.9
446,Dario Šarić,14.3
447,Tomáš Satoranský,13.8
448,Dennis Schröder,13.8
449,Mike Scott,6.8
450,Jay Scrubb,6.3
451,Collin Sexton,18.0
452,Landry Shamet,10.3
453,Iman Shumpert,-0.4
454,Pascal Siakam,17.7
455,Chris Silva,11.5
456,Ben Simmons,18.3
457,Anfernee Simons,12.3
458,Deividas Sirvydis,5.7
459,Alen Smailagić,8.9
460,Marcus Smart,13.8
461,Dennis Smith Jr.,13.6
462,Ish Smith,11.6
463,Jalen Smith,8.4
464,Tony Snell,9.5
465,Ray Spalding,0.8
466,Cassius Stanley,5.5
467,Lamar Stevens,10.5
468,Isaiah Stewart,16.4
469,Max Strus,12.1
470,Edmond Sumner,12.7
471,Jae'Sean Tate,13.8
472,Jayson Tatum,21.3
473,Jeff Teague,12.3
474,Garrett Temple,8.2
475,Tyrell Terry,6.0
476,Daniel Theis,15.0
477,Brodric Thomas,8.0
478,Isaiah Thomas,2.4
479,Khyri Thomas,21.3
480,Matt Thomas,9.1
481,Tristan Thompson,14.2
482,Sindarius Thornwell,6.6
483,Matisse Thybulle,10.1
484,Killian Tillie,8.5
485,Xavier Tillman Sr.,14.7
486,Anthony Tolliver,4.0
487,Obi Toppin,12.7
488,Juan Toscano-Anderson,12.6
489,Axel Toupane,9.0
490,Karl-Anthony Towns,23.1
491,Gary Trent Jr.,12.1
492,P.J. Tucker,5.5
493,Rayjon Tucker,15.1
494,Myles Turner,15.3
495,Jonas Valančiūnas,24.4
496,Denzel Valentine,10.1
497,Jarred Vanderbilt,16.2
498,Fred VanVleet,16.8
499,Anderson Varejão,12.9
500,Devin Vassell,10.6
501,Gabe Vincent,7.6
502,Noah Vonleh,-19.0
503,Nikola Vučević,22.9
504,Dean Wade,11.3
505,Moritz Wagner,12.5
506,Kemba Walker,17.7
507,Lonnie Walker IV,9.8
508,John Wall,15.4
509,Brad Wanamaker,9.5
510,T.J. Warren,11.6
511,P.J. Washington,13.4
512,Yuta Watanabe,12.2
513,Tremont Waters,14.6
514,Paul Watson,10.9
515,Quinndary Weatherspoon,9.6
516,Russell Westbrook,19.5
517,Coby White,12.0
518,Derrick White,15.0
519,Hassan Whiteside,19.2
520,Greg Whittington,-10.2
521,Andrew Wiggins,15.0
522,Grant Williams,7.5
523,Kenrich Williams,14.0
524,Lou Williams,14.0
525,Patrick Williams,10.5
526,Robert Williams,25.7
527,Zion Williamson,27.1
528,D.J. Wilson,11.5
529,Dylan Windler,10.8
530,Justise Winslow,6.2
531,Cassius Winston,10.8
532,James Wiseman,13.1
533,Christian Wood,20.0
534,Robert Woodard II,12.5
535,Delon Wright,16.3
536,Thaddeus Young,20.3
537,Trae Young,23.0
538,Cody Zeller,18.2
539,Ivica Zubac,19.1
