,Player,PER
110,Bryce Dejean-Jones,9.6
111,Sam Dekker,10.8
112,Matthew Dellavedova,11.3
113,Luol Deng,15.0
114,DeMar DeRozan,21.5
115,Boris Diaw,14.0
116,Gorgui Dieng,17.1
117,Spencer Dinwiddie,8.9
118,Toney Douglas,14.7
119,Goran Dragić,15.5
120,Andre Drummond,21.2
121,Jared Dudley,11.7
122,Duje Dukan,4.2
123,Tim Duncan,16.9
124,Mike Dunleavy,9.1
125,Kevin Durant,28.2
126,Cleanthony Early,2.2
127,Jarell Eddie,11.0
128,Wayne Ellington,10.1
129,Monta Ellis,13.7
130,James Ennis III,17.8
131,Tyler Ennis,10.7
132,Jeremy Evans,12.6
133,Tyreke Evans,17.9
134,Festus Ezeli,17.7
135,Kenneth Faried,21.0
136,Jordan Farmar,13.2
137,Derrick Favors,21.6
138,Cristiano Felício,17.6
139,Raymond Felton,11.9
140,Evan Fournier,14.6
141,Randy Foye,7.6
142,Tim Frazier,13.9
143,Jimmer Fredette,12.0
144,Enes Freedom,24.0
145,Channing Frye,12.9
146,Danilo Gallinari,19.0
147,Langston Galloway,11.7
148,Kevin Garnett,12.3
149,Marc Gasol,17.7
150,Pau Gasol,21.7
151,Rudy Gay,15.5
152,Alonzo Gee,8.4
153,Paul George,20.9
154,Taj Gibson,15.7
155,Manu Ginóbili,17.8
156,Rudy Gobert,17.5
157,Drew Gooden,7.5
158,Archie Goodwin,11.1
159,Aaron Gordon,17.0
160,Eric Gordon,13.5
161,Marcin Gortat,19.0
162,Andrew Goudelock,12.4
163,Jerami Grant,12.6
164,Jerian Grant,11.2
165,Danny Green,10.5
166,Draymond Green,19.3
167,Erick Green,12.4
168,Gerald Green,10.1
169,JaMychal Green,14.6
170,Jeff Green,13.0
171,Blake Griffin,22.1
172,Jorge Gutiérrez,19.1
173,P.J. Hairston,6.9
174,Jordan Hamilton,12.4
175,Tyler Hansbrough,12.5
176,Tim Hardaway Jr.,11.7
177,James Harden,25.3
178,Maurice Harkless,13.3
179,Justin Harper,6.9
180,Montrezl Harrell,14.6
181,Devin Harris,13.1
182,Gary Harris,12.7
183,Joe Harris,3.4
184,Tobias Harris,16.2
185,Aaron Harrison,4.3
186,Udonis Haslem,9.1
187,Spencer Hawes,12.4
188,Chuck Hayes,1.6
189,Gordon Hayward,18.3
190,Gerald Henderson,12.9
191,John Henson,18.6
192,Mario Hezonja,9.4
193,Roy Hibbert,11.2
194,J.J. Hickson,16.8
195,Nenê,16.8
196,George Hill,13.2
197,Jordan Hill,16.4
198,Solomon Hill,12.2
199,Darrun Hilliard,10.7
200,Kirk Hinrich,7.2
201,Jrue Holiday,19.7
202,Justin Holiday,9.4
203,Ryan Hollins,12.3
204,Rondae Hollis-Jefferson,14.2
205,Richaun Holmes,15.9
206,Rodney Hood,14.1
207,Al Horford,19.4
208,Dwight Howard,18.9
209,Marcelo Huertas,10.4
210,Josh Huestis,6.7
211,Kris Humphries,13.1
212,R.J. Hunter,7.7
213,Serge Ibaka,13.9
214,Andre Iguodala,12.2
215,Ersan İlyasova,14.2
216,Joe Ingles,10.3
217,Damien Inglis,6.7
218,Kyrie Irving,19.9
219,Jarrett Jack,14.5
220,Reggie Jackson,19.6
221,LeBron James,27.5
222,Al Jefferson,18.2
223,Cory Jefferson,12.7
224,Richard Jefferson,9.7
225,John Jenkins,10.0
226,Brandon Jennings,13.7
227,Jonas Jerebko,10.3
228,Amir Johnson,16.0
229,Chris Johnson,8.2
230,James Johnson,11.4
231,Joe Johnson,12.0
232,Orlando Johnson,3.6
233,Stanley Johnson,8.7
234,Tyler Johnson,13.8
235,Wesley Johnson,11.0
236,Nikola Jokić,21.5
237,Dahntay Jones,10.3
238,James Jones,11.6
239,Terrence Jones,13.5
240,Tyus Jones,11.2
241,DeAndre Jordan,20.6
242,Cory Joseph,12.4
243,Chris Kaman,11.1
244,Frank Kaminsky,12.5
245,Sergey Karasev,8.5
246,Sasha Kaun,12.5
247,Ryan Kelly,10.3
248,Michael Kidd-Gilchrist,16.9
249,Sean Kilpatrick,15.6
250,Brandon Knight,14.7
251,Kyle Korver,9.7
252,Kosta Koufos,15.1
253,Jeremy Lamb,15.9
254,Carl Landry,22.4
255,Shane Larkin,13.3
256,Joffrey Lauvergne,15.7
257,Zach LaVine,14.3
258,Ty Lawson,9.7
259,Courtney Lee,11.5
260,David Lee,19.6
261,Alex Len,12.4
262,Kawhi Leonard,26.0
263,Meyers Leonard,11.3
264,Jon Leuer,16.2
265,Damian Lillard,22.2
266,Jeremy Lin,13.8
267,Shaun Livingston,13.8
268,Kevon Looney,18.6
269,Brook Lopez,21.7
270,Robin Lopez,17.6
271,Kevin Love,19.0
272,Kyle Lowry,22.2
273,Trey Lyles,11.6
274,Shelvin Mack,13.6
275,Ian Mahinmi,16.6
276,Devyn Marble,5.2
277,Boban Marjanović,27.7
278,Kendall Marshall,6.7
279,Jarell Martin,14.0
280,Kevin Martin,11.5
281,Wesley Matthews,10.9
282,O.J. Mayo,7.7
283,Luc Mbah a Moute,7.3
284,James Michael McAdoo,15.9
285,Ray McCallum,9.1
286,CJ McCollum,17.7
287,T.J. McConnell,14.5
288,Chris McCullough,12.2
289,K.J. McDaniels,10.6
290,Doug McDermott,10.9
291,Mitch McGary,7.4
292,JaVale McGee,19.9
293,Ben McLemore,8.6
294,Jordan McRae,14.2
295,Josh McRoberts,9.9
296,Jodie Meeks,13.5
297,Salah Mejri,16.8
298,Jordan Mickey,15.3
299,Khris Middleton,16.8
300,C.J. Miles,14.0
301,Andre Miller,13.4
302,Mike Miller,6.5
303,Patty Mills,14.6
304,Elijah Millsap,6.5
305,Paul Millsap,21.3
306,Nikola Mirotić,15.6
307,Nazr Mohammed,6.0
308,Greg Monroe,21.8
309,Luis Montero,-2.7
310,E'Twaun Moore,11.4
311,Eric Moreland,7.4
312,Marcus Morris,12.7
313,Markieff Morris,12.2
314,Anthony Morrow,10.7
315,Donatas Motiejūnas,11.3
316,Timofey Mozgov,14.6
317,Emmanuel Mudiay,9.9
318,Shabazz Muhammad,15.2
319,Xavier Munford,9.9
320,Mike Muscala,13.6
321,Larry Nance Jr.,13.4
322,Shabazz Napier,9.6
323,Gary Neal,13.5
324,Jameer Nelson,9.5
325,Raul Neto,10.2
326,Andrew Nicholson,14.8
327,Joakim Noah,14.1
328,Nerlens Noel,16.2
329,Lucas Nogueira,15.6
330,Steve Novak,14.4
331,Dirk Nowitzki,19.0
332,Jusuf Nurkić,15.9
333,J.J. O'Brien,1.3
334,Johnny O'Bryant,7.4
335,Kyle O'Quinn,17.5
336,Jahlil Okafor,17.1
337,Victor Oladipo,16.7
338,Kelly Olynyk,16.3
339,Kelly Oubre Jr.,8.2
340,Zaza Pachulia,16.2
341,Kostas Papanikolaou,6.0
342,Jabari Parker,14.8
343,Tony Parker,16.2
344,Chandler Parsons,16.2
345,Lamar Patterson,5.1
346,Patrick Patterson,10.6
347,Chris Paul,26.2
348,Adreian Payne,5.6
349,Cameron Payne,12.9
350,Elfrid Payton,13.9
351,Nikola Peković,6.5
352,Kendrick Perkins,6.0
353,Paul Pierce,8.2
354,Tibor Pleiß,3.5
355,Mason Plumlee,17.2
356,Miles Plumlee,17.4
357,Otto Porter Jr.,14.5
358,Bobby Portis,13.8
359,Kristaps Porziņģis,17.7
360,Dwight Powell,16.8
361,Norman Powell,13.3
362,Phil Pressey,10.6
363,Ronnie Price,9.6
364,Pablo Prigioni,10.2
365,Tayshaun Prince,6.3
366,Julius Randle,13.9
367,Zach Randolph,18.3
368,J.J. Redick,17.5
369,Willie Reed,19.2
370,Josh Richardson,11.4
371,Austin Rivers,11.1
372,Andre Roberson,10.2
373,Brian Roberts,13.8
374,Glenn Robinson III,11.4
375,Nate Robinson,2.6
376,Thomas Robinson,14.5
377,Rajon Rondo,16.9
378,Derrick Rose,13.5
379,Terrence Ross,12.9
380,Terry Rozier,5.0
381,Ricky Rubio,17.6
382,Damjan Rudež,5.5
383,Brandon Rush,10.1
384,D'Angelo Russell,13.2
385,Robert Sacre,10.4
386,JaKarr Sampson,8.3
387,Dennis Schröder,15.5
388,Luis Scola,13.6
389,Mike Scott,14.0
390,Thabo Sefolosha,12.4
391,Kevin Séraphin,10.8
392,Ramon Sessions,15.9
393,Iman Shumpert,8.4
394,Jonathon Simmons,11.9
395,Henry Sims,13.9
396,Kyle Singler,6.6
397,Donald Sloan,13.9
398,Marcus Smart,11.3
399,Greg Smith,7.9
400,Ish Smith,14.9
401,J.R. Smith,12.4
402,Jason Smith,14.6
403,Josh Smith,10.6
404,Russ Smith,10.5
405,Tony Snell,6.4
406,Marreese Speights,17.1
407,Tiago Splitter,13.7
408,Nik Stauskas,9.2
409,Lance Stephenson,13.5
410,Alex Stepheson,14.8
411,Jarnell Stokes,20.0
412,Amar'e Stoudemire,17.3
413,Rodney Stuckey,12.6
414,Jared Sullinger,16.7
415,Edy Tavares,14.4
416,Jeff Teague,17.9
417,Mirza Teletović,16.2
418,Garrett Temple,9.3
419,Jason Terry,10.2
420,Isaiah Thomas,21.5
421,Lance Thomas,10.4
422,Hollis Thompson,9.2
423,Jason Thompson,14.2
424,Klay Thompson,18.6
425,Tristan Thompson,15.9
426,Marcus Thornton,14.7
427,Anthony Tolliver,10.2
428,Axel Toupane,7.1
429,Karl-Anthony Towns,22.5
430,P.J. Tucker,10.8
431,Evan Turner,13.6
432,Myles Turner,15.4
433,Beno Udrih,9.5
434,Jonas Valančiūnas,22.6
435,Anderson Varejão,11.1
436,Greivis Vásquez,7.4
437,Rashad Vaughn,4.2
438,Charlie Villanueva,11.9
439,Noah Vonleh,8.6
440,Nikola Vučević,21.1
441,Sasha Vujačić,11.1
442,Dwyane Wade,20.3
443,Dion Waiters,9.4
444,Kemba Walker,20.8
445,John Wall,19.8
446,T.J. Warren,15.7
447,C.J. Watson,8.6
448,Briante Weber,8.9
449,Sonny Weems,3.7
450,David West,17.6
451,Russell Westbrook,27.6
452,Hassan Whiteside,25.6
453,Shayne Whittington,7.4
454,Andrew Wiggins,16.5
455,C.J. Wilcox,12.9
456,Alan Williams,21.1
457,Deron Williams,14.6
458,Derrick Williams,17.2
459,Elliot Williams,3.3
460,Lou Williams,17.7
461,Marvin Williams,16.8
462,Mo Williams,12.4
463,Justise Winslow,8.4
464,Jeff Withey,17.7
465,Christian Wood,16.4
466,Metta World Peace,8.3
467,Brandan Wright,18.3
468,Delon Wright,17.8
469,Tony Wroten,1.8
470,James Young,3.6
471,Joe Young,9.9
472,Nick Young,9.1
473,Thaddeus Young,17.5
474,Cody Zeller,16.1
475,Tyler Zeller,15.4
