,Player,PER
259,Cory Joseph,6.9
260,Chris Kaman,15.3
261,Jason Kapono,4.5
262,D.J. Kennedy,4.7
263,Jason Kidd,13.1
264,Linas Kleiza,12.4
265,Brandon Knight,11.7
266,Kyle Korver,13.6
267,Kosta Koufos,17.3
268,Carl Landry,18.2
269,Ty Lawson,19.4
270,Courtney Lee,12.6
271,David Lee,19.7
272,Malcolm Lee,9.3
273,Kawhi Leonard,16.6
274,Travis Leslie,14.6
275,Jon Leuer,15.3
276,Rashard Lewis,9.3
277,DeAndre Liggins,8.9
278,Jeremy Lin,19.9
279,Shaun Livingston,11.0
280,Brook Lopez,21.9
281,Robin Lopez,15.2
282,Kevin Love,25.4
283,Kyle Lowry,18.8
284,John Lucas III,16.3
285,Shelvin Mack,11.9
286,Vernon Macklin,18.2
287,Corey Maggette,14.1
288,Jamaal Magloire,2.7
289,Ian Mahinmi,13.5
290,Shawn Marion,15.0
291,Cartier Martin,12.8
292,Kenyon Martin,9.9
293,Kevin Martin,16.5
294,Roger Mason,12.1
295,Wesley Matthews,14.1
296,Jason Maxiell,11.7
297,Eric Maynor,9.1
298,O.J. Mayo,14.7
299,Luc Mbah a Moute,13.9
300,JaVale McGee,19.9
301,Tracy McGrady,13.6
302,Dominic McGuire,11.8
303,Josh McRoberts,10.9
304,Jodie Meeks,11.5
305,C.J. Miles,12.4
306,Darko Miličić,9.0
307,Andre Miller,14.8
308,Brad Miller,10.7
309,Mike Miller,11.4
310,Patty Mills,21.5
311,Paul Millsap,21.8
312,Nazr Mohammed,11.0
313,Greg Monroe,22.0
314,Jamario Moon,3.4
315,E'Twaun Moore,8.8
316,Mikki Moore,6.3
317,Darius Morris,5.2
318,Marcus Morris,3.8
319,Markieff Morris,12.1
320,Anthony Morrow,13.1
321,Timofey Mozgov,13.2
322,Byron Mullens,13.0
323,Troy Murphy,9.0
324,Hamady N'Diaye,-13.1
325,Eduardo Nájera,9.3
326,Steve Nash,20.3
327,Gary Neal,14.2
328,Jameer Nelson,14.6
329,Joakim Noah,19.6
330,Andrés Nocioni,1.8
331,Steve Novak,15.9
332,Dirk Nowitzki,21.7
333,Jermaine O'Neal,9.4
334,Lamar Odom,9.2
335,Emeka Okafor,15.1
336,Mehmet Okur,8.4
337,Daniel Orton,12.7
338,Travis Outlaw,9.6
339,Larry Owens,5.8
340,Zaza Pachulia,14.0
341,Jannero Pargo,13.6
342,Jeremy Pargo,4.4
343,Anthony Parker,10.9
344,Tony Parker,22.0
345,Chandler Parsons,13.3
346,Patrick Patterson,11.5
347,Chris Paul,27.0
348,Sasha Pavlović,6.7
349,Nikola Peković,21.4
350,Kendrick Perkins,8.7
351,Johan Petro,10.3
352,Paul Pierce,19.6
353,Mickaël Piétrus,8.5
354,Dexter Pittman,10.4
355,Quincy Pondexter,9.4
356,A.J. Price,11.5
357,Ronnie Price,8.4
358,Tayshaun Prince,12.8
359,Joel Przybilla,6.0
360,Vladimir Radmanović,11.7
361,Anthony Randolph,17.6
362,Zach Randolph,17.9
363,Michael Redd,13.9
364,J.J. Redick,15.1
365,Ryan Reid,17.6
366,Jason Richardson,13.3
367,Quentin Richardson,8.7
368,Luke Ridnour,13.6
369,Nate Robinson,18.0
370,Rajon Rondo,17.5
371,Derrick Rose,23.0
372,Ricky Rubio,14.6
373,Brandon Rush,15.2
374,Walker Russell,7.2
375,John Salmons,9.0
376,Samardo Samuels,11.1
377,Larry Sanders,13.3
378,Brian Scalabrine,13.5
379,Luis Scola,15.4
380,Thabo Sefolosha,9.8
381,Josh Selby,3.3
382,Kevin Séraphin,15.8
383,Ramon Sessions,16.7
384,Iman Shumpert,10.8
385,Xavier Silas,0.1
386,Bobby Simmons,6.0
387,Chris Singleton,8.3
388,James Singleton,19.6
389,Brian Skinner,-14.7
390,Donald Sloan,8.9
391,Craig Smith,13.6
392,Greg Smith,12.3
393,Ish Smith,14.1
394,J.R. Smith,15.2
395,Jason Smith,16.6
396,Jerry Smith,7.8
397,Josh Smith,21.1
398,Nolan Smith,7.8
399,Marreese Speights,14.1
400,Tiago Splitter,20.5
401,Jerry Stackhouse,11.5
402,Lance Stephenson,7.0
403,DeShawn Stevenson,4.3
404,Greg Stiemsma,13.6
405,Julyan Stone,13.0
406,Amar'e Stoudemire,17.7
407,Rodney Stuckey,17.6
408,DaJuan Summers,9.0
409,Jeff Teague,15.8
410,Sebastian Telfair,13.2
411,Jason Terry,15.7
412,Hasheem Thabeet,12.4
413,Isaiah Thomas,17.6
414,Kurt Thomas,9.5
415,Lance Thomas,10.1
416,Malcolm Thomas,7.1
417,Tyrus Thomas,9.0
418,Trey Thompkins,12.0
419,Jason Thompson,16.4
420,Klay Thompson,14.9
421,Mychel Thompson,2.2
422,Tristan Thompson,13.3
423,Marcus Thornton,17.4
424,Jamaal Tinsley,10.9
425,Anthony Tolliver,8.3
426,Ronny Turiaf,12.3
427,Hedo Türkoğlu,11.7
428,Evan Turner,12.6
429,Jeremy Tyler,10.4
430,Edwin Ubiles,7.3
431,Ekpe Udoh,12.5
432,Beno Udrih,13.1
433,Ben Uzoh,10.9
434,Anderson Varejão,18.9
435,Greivis Vásquez,14.2
436,Jan Veselý,11.5
437,Charlie Villanueva,16.2
438,Nikola Vučević,14.3
439,Dwyane Wade,26.3
440,Von Wafer,11.4
441,Henry Walker,8.2
442,Kemba Walker,14.9
443,John Wall,17.7
444,Ben Wallace,10.7
445,Gerald Wallace,15.9
446,Luke Walton,3.4
447,Hakim Warrick,13.1
448,Darryl Watkins,10.8
449,C.J. Watson,13.3
450,Earl Watson,9.5
451,Martell Webster,10.0
452,David West,17.8
453,Delonte West,15.3
454,Russell Westbrook,22.9
455,D.J. White,12.4
456,Hassan Whiteside,16.2
457,Chris Wilcox,12.4
458,Damien Wilkins,6.9
459,Deron Williams,20.3
460,Derrick Williams,12.9
461,Elliot Williams,18.8
462,Jordan Williams,14.5
463,Lou Williams,20.2
464,Marvin Williams,15.8
465,Mo Williams,15.0
466,Reggie Williams,12.4
467,Sean Williams,18.7
468,Shawne Williams,4.9
469,Shelden Williams,11.9
470,Terrence Williams,13.1
471,Metta World Peace,11.0
472,Brandan Wright,21.6
473,Chris Wright,18.6
474,Dorell Wright,15.0
475,Nick Young,12.9
476,Sam Young,9.7
477,Thaddeus Young,18.9
