,Player,PER
136,Tim Duncan,22.6
137,Mike Dunleavy,11.6
138,Kevin Durant,27.6
139,Cleanthony Early,8.4
140,Wayne Ellington,11.6
141,Monta Ellis,16.5
142,James Ennis III,11.5
143,Tyler Ennis,7.3
144,Jeremy Evans,20.5
145,Reggie Evans,11.7
146,Tyreke Evans,17.7
147,Dante Exum,5.7
148,Festus Ezeli,16.2
149,Kenneth Faried,18.4
150,Jordan Farmar,9.9
151,Derrick Favors,21.8
152,Raymond Felton,12.4
153,Landry Fields,10.8
154,Evan Fournier,12.4
155,Randy Foye,11.0
156,Jamaal Franklin,4.9
157,Tim Frazier,8.1
158,Jimmer Fredette,9.8
159,Enes Freedom,20.3
160,Joel Freeland,12.2
161,Channing Frye,9.5
162,Danilo Gallinari,16.8
163,Langston Galloway,12.3
164,Francisco García,3.6
165,Kevin Garnett,15.2
166,Marc Gasol,21.7
167,Pau Gasol,22.7
168,Rudy Gay,19.7
169,Alonzo Gee,13.0
170,Paul George,13.0
171,Taj Gibson,16.1
172,Manu Ginóbili,16.2
173,Rudy Gobert,21.6
174,Drew Gooden,11.9
175,Archie Goodwin,11.2
176,Aaron Gordon,11.4
177,Ben Gordon,10.6
178,Drew Gordon,3.7
179,Eric Gordon,12.7
180,Marcin Gortat,18.2
181,Danny Granger,8.6
182,Jerami Grant,8.7
183,Danny Green,16.5
184,Draymond Green,16.4
185,Erick Green,8.9
186,Gerald Green,15.4
187,JaMychal Green,14.9
188,Jeff Green,14.4
189,Willie Green,7.9
190,Blake Griffin,22.8
191,Jorge Gutiérrez,11.0
192,P.J. Hairston,8.9
193,Jordan Hamilton,8.3
194,Justin Hamilton,14.6
195,Tyler Hansbrough,13.3
196,Tim Hardaway Jr.,12.1
197,James Harden,26.7
198,Maurice Harkless,8.4
199,Devin Harris,14.8
200,Gary Harris,4.9
201,Joe Harris,5.6
202,Tobias Harris,16.7
203,Udonis Haslem,10.6
204,Spencer Hawes,9.8
205,Chuck Hayes,10.4
206,Gordon Hayward,20.2
207,Brendan Haywood,9.1
208,Gerald Henderson,13.2
209,Xavier Henry,4.9
210,John Henson,18.0
211,Roy Hibbert,15.4
212,J.J. Hickson,14.3
213,Nenê,14.3
214,George Hill,21.5
215,Jordan Hill,16.2
216,Solomon Hill,10.2
217,Kirk Hinrich,6.8
218,Jrue Holiday,18.8
219,Justin Holiday,12.1
220,Ryan Hollins,13.1
221,Rodney Hood,12.3
222,Al Horford,21.4
223,Dwight Howard,19.2
224,Lester Hudson,16.0
225,Robbie Hummel,9.7
226,Kris Humphries,15.4
227,Serge Ibaka,16.6
228,Andre Iguodala,12.3
229,Ersan İlyasova,16.8
230,Joe Ingles,9.6
231,Kyrie Irving,21.5
232,Jarrett Jack,14.6
233,Reggie Jackson,17.2
234,Bernard James,16.0
235,LeBron James,25.9
236,Al Jefferson,19.7
237,Cory Jefferson,13.2
238,Richard Jefferson,11.3
239,John Jenkins,15.9
240,Brandon Jennings,19.7
241,Jonas Jerebko,15.0
242,Grant Jerrett,1.5
243,Amir Johnson,15.4
244,Chris Johnson,10.2
245,James Johnson,17.9
246,Joe Johnson,14.1
247,Nick Johnson,4.8
248,Tyler Johnson,12.0
249,Wesley Johnson,11.1
250,Dahntay Jones,1.9
251,James Jones,11.1
252,Perry Jones,6.9
253,Terrence Jones,18.3
254,DeAndre Jordan,21.0
255,Jerome Jordan,16.8
256,Cory Joseph,15.5
257,Chris Kaman,17.3
258,Sergey Karasev,10.5
259,Ryan Kelly,8.6
260,Michael Kidd-Gilchrist,15.1
261,Sean Kilpatrick,10.0
262,Andrei Kirilenko,2.8
263,Alex Kirk,8.5
264,Brandon Knight,17.1
265,Kyle Korver,14.8
266,Kosta Koufos,14.2
267,Ognjen Kuzmić,12.9
268,Jeremy Lamb,14.9
269,Carl Landry,14.9
270,Shane Larkin,10.9
271,Joffrey Lauvergne,10.5
272,Zach LaVine,11.3
273,Ty Lawson,18.5
274,Ricky Ledo,6.3
275,Courtney Lee,11.5
276,David Lee,17.8
277,Malcolm Lee,-19.7
278,Alex Len,13.5
279,Kawhi Leonard,22.0
280,Meyers Leonard,14.8
281,Jon Leuer,11.9
282,Damian Lillard,20.7
283,Jeremy Lin,15.6
284,Shaun Livingston,12.9
285,Brook Lopez,22.7
286,Robin Lopez,16.2
287,Kevin Love,18.8
288,Kyle Lowry,19.3
289,Kalin Lucas,-0.7
290,John Lucas III,13.0
291,Shelvin Mack,13.2
292,Ian Mahinmi,10.8
293,Devyn Marble,5.9
294,Shawn Marion,11.0
295,Kendall Marshall,12.4
296,Cartier Martin,1.6
297,Kenyon Martin,10.0
298,Kevin Martin,16.7
299,Wesley Matthews,16.1
300,Jason Maxiell,10.4
301,O.J. Mayo,13.5
302,Luc Mbah a Moute,10.6
303,James Michael McAdoo,17.7
304,Ray McCallum,12.5
305,CJ McCollum,13.1
306,K.J. McDaniels,10.6
307,Doug McDermott,6.1
308,Mitch McGary,16.6
309,JaVale McGee,14.4
310,Ben McLemore,10.4
311,Jerel McNeal,1.2
312,Josh McRoberts,10.2
313,Jodie Meeks,14.1
314,Gal Mekel,0.5
315,Khris Middleton,15.6
316,C.J. Miles,14.1
317,Andre Miller,13.3
318,Darius Miller,-5.1
319,Mike Miller,4.6
320,Quincy Miller,7.4
321,Patty Mills,13.0
322,Elijah Millsap,7.9
323,Paul Millsap,20.0
324,Nikola Mirotić,17.9
325,Nazr Mohammed,8.7
326,Greg Monroe,21.2
327,E'Twaun Moore,10.3
328,Eric Moreland,40.8
329,Darius Morris,6.7
330,Marcus Morris,13.7
331,Markieff Morris,15.8
332,Anthony Morrow,14.8
333,Donatas Motiejūnas,14.4
334,Timofey Mozgov,16.6
335,Shabazz Muhammad,19.9
336,Toure' Murry,1.1
337,Mike Muscala,18.0
338,Shabazz Napier,9.3
339,Gary Neal,11.1
340,Jameer Nelson,12.1
341,Andrew Nicholson,10.3
342,Joakim Noah,15.3
343,Nerlens Noel,15.0
344,Lucas Nogueira,5.2
345,Steve Novak,8.6
346,Dirk Nowitzki,19.2
347,Jusuf Nurkić,14.8
348,Johnny O'Bryant,3.8
349,Kyle O'Quinn,14.8
350,Victor Oladipo,15.9
351,Kelly Olynyk,15.9
352,Arinze Onuaku,22.8
353,Zaza Pachulia,15.6
354,Kostas Papanikolaou,7.8
355,Jannero Pargo,14.9
356,Jabari Parker,14.5
357,Tony Parker,15.9
358,Chandler Parsons,16.3
359,Patrick Patterson,14.6
360,Chris Paul,26.0
361,Adreian Payne,7.7
362,Elfrid Payton,13.8
363,Nikola Peković,16.6
364,Kendrick Perkins,7.0
365,Paul Pierce,15.2
366,Mason Plumlee,18.0
367,Miles Plumlee,13.4
368,Quincy Pondexter,9.9
369,Otto Porter Jr.,11.6
370,Dwight Powell,13.8
371,Phil Pressey,11.8
372,A.J. Price,12.0
373,Ronnie Price,10.2
374,Pablo Prigioni,12.2
375,Tayshaun Prince,12.0
376,Miroslav Raduljica,3.3
377,Julius Randle,-7.5
378,Shavlik Randolph,7.2
379,Zach Randolph,19.5
380,J.J. Redick,16.2
381,Glen Rice Jr.,-3.6
382,Jason Richardson,11.7
383,Luke Ridnour,10.0
384,Austin Rivers,10.3
385,Andre Roberson,9.1
386,Brian Roberts,11.7
387,Glenn Robinson III,8.5
388,Nate Robinson,10.6
389,Thomas Robinson,15.3
390,Rajon Rondo,13.5
391,Derrick Rose,15.9
392,Terrence Ross,11.2
393,Ricky Rubio,15.2
394,Damjan Rudež,8.2
395,Brandon Rush,0.8
396,Robert Sacre,10.9
397,John Salmons,5.1
398,JaKarr Sampson,9.4
399,Larry Sanders,15.2
400,Dennis Schröder,15.7
401,Luis Scola,16.8
402,Mike Scott,15.1
403,Thabo Sefolosha,13.8
404,Kevin Séraphin,12.5
405,Ramon Sessions,11.1
406,Iman Shumpert,11.4
407,Alexey Shved,19.5
408,Henry Sims,14.5
409,Kyle Singler,8.5
410,Donald Sloan,13.1
411,Marcus Smart,11.0
412,Greg Smith,10.2
413,Ish Smith,12.3
414,J.R. Smith,13.6
415,Jason Smith,12.0
416,Josh Smith,14.9
417,Russ Smith,5.2
418,Tony Snell,10.2
419,Marreese Speights,19.5
420,Tiago Splitter,18.9
421,Nik Stauskas,7.5
422,Lance Stephenson,8.8
423,Greg Stiemsma,7.8
424,David Stockton,10.8
425,Jarnell Stokes,18.6
426,Amar'e Stoudemire,20.3
427,Rodney Stuckey,15.4
428,Jared Sullinger,17.9
429,Jeff Taylor,8.2
430,Jeff Teague,20.6
431,Mirza Teletović,10.7
432,Sebastian Telfair,11.4
433,Garrett Temple,10.9
434,Jason Terry,11.4
435,Isaiah Thomas,20.6
436,Lance Thomas,8.0
437,Malcolm Thomas,8.2
438,Tyrus Thomas,31.4
439,Hollis Thompson,10.9
440,Jason Thompson,10.2
441,Klay Thompson,20.8
442,Tristan Thompson,15.6
443,Marcus Thornton,15.0
444,Anthony Tolliver,11.1
445,P.J. Tucker,12.5
446,Ronny Turiaf,4.3
447,Hedo Türkoğlu,10.5
448,Evan Turner,12.8
449,Ekpe Udoh,11.6
450,Beno Udrih,15.4
451,Jonas Valančiūnas,20.6
452,Anderson Varejão,17.7
453,Greivis Vásquez,12.6
454,Charlie Villanueva,17.4
455,Noah Vonleh,13.2
456,Nikola Vučević,21.5
457,Dwyane Wade,21.4
458,Dion Waiters,10.9
459,Henry Walker,8.0
460,Kemba Walker,17.6
461,John Wall,19.9
462,Gerald Wallace,6.2
463,T.J. Warren,14.0
464,C.J. Watson,15.4
465,David Wear,2.4
466,Travis Wear,8.5
467,Martell Webster,5.9
468,David West,16.0
469,Russell Westbrook,29.1
470,Hassan Whiteside,26.2
471,Shayne Whittington,20.0
472,Andrew Wiggins,13.9
473,C.J. Wilcox,8.5
474,Deron Williams,15.7
475,Derrick Williams,12.8
476,Elliot Williams,8.7
477,Lou Williams,19.9
478,Marvin Williams,11.8
479,Mo Williams,15.4
480,Reggie Williams,10.5
481,Shawne Williams,10.5
482,Jeff Withey,17.6
483,Nate Wolters,4.6
484,Brandan Wright,20.4
485,Dorell Wright,13.4
486,Tony Wroten,14.9
487,James Young,8.5
488,Nick Young,14.2
489,Thaddeus Young,15.7
490,Cody Zeller,14.1
491,Tyler Zeller,18.9
