,Player,PER
396,Ronny Turiaf,12.6
397,Hedo Türkoğlu,13.3
398,Ime Udoka,9.6
399,Beno Udrih,15.7
400,Roko Ukić,12.2
401,Anderson Varejão,15.8
402,Charlie Villanueva,16.0
403,Sasha Vujačić,11.4
404,Dwyane Wade,28.0
405,Henry Walker,14.6
406,Ben Wallace,15.8
407,Gerald Wallace,18.3
408,Rasheed Wallace,13.1
409,Luke Walton,9.7
410,Hakim Warrick,15.6
411,C.J. Watson,13.8
412,Earl Watson,10.9
413,Kyle Weaver,10.7
414,Martell Webster,12.5
415,Sonny Weems,12.9
416,David West,18.9
417,Delonte West,13.8
418,Mario West,9.9
419,Russell Westbrook,17.8
420,D.J. White,25.9
421,Chris Wilcox,12.0
422,Damien Wilkins,11.5
423,Mike Wilks,5.9
424,Deron Williams,20.6
425,Jason Williams,12.9
426,Jawad Williams,8.2
427,Lou Williams,18.2
428,Marcus Williams,10.6
429,Marvin Williams,13.0
430,Mo Williams,16.1
431,Reggie Williams,16.1
432,Sean Williams,7.0
433,Shelden Williams,14.1
434,Terrence Williams,11.5
435,Metta World Peace,12.1
436,Antoine Wright,8.6
437,Dorell Wright,14.5
438,Julian Wright,11.8
439,Nick Young,10.7
440,Sam Young,13.0
441,Thaddeus Young,14.0
