,Player,PER
148,Kris Dunn,12.4
149,Kevin Durant,24.2
150,Trevon Duval,38.3
151,Vince Edwards,3.8
152,Henry Ellenson,13.1
153,Wayne Ellington,11.8
154,Joel Embiid,26.1
155,James Ennis III,11.0
156,Drew Eubanks,15.1
157,Jacob Evans,3.5
158,Jawun Evans,0.1
159,Tyreke Evans,11.5
160,Dante Exum,11.2
161,Kenneth Faried,21.6
162,Derrick Favors,21.8
163,Cristiano Felício,13.4
164,Raymond Felton,11.2
165,Terrance Ferguson,6.4
166,Yogi Ferrell,12.7
167,Dorian Finney-Smith,11.0
168,Bryn Forbes,12.0
169,Evan Fournier,12.3
170,De'Aaron Fox,18.1
171,Melvin Frazier,1.2
172,Tim Frazier,11.7
173,Jimmer Fredette,3.6
174,Enes Freedom,22.3
175,Channing Frye,8.9
176,Markelle Fultz,10.5
177,Danilo Gallinari,21.0
178,Langston Galloway,10.7
179,Billy Garrett,9.8
180,Marc Gasol,16.7
181,Pau Gasol,16.7
182,Rudy Gay,17.5
183,Paul George,23.3
184,Taj Gibson,17.8
185,Harry Giles,14.4
186,Shai Gilgeous-Alexander,13.4
187,Rudy Gobert,24.6
188,Brandon Goodwin,8.3
189,Aaron Gordon,15.1
190,Eric Gordon,12.2
191,Marcin Gortat,12.8
192,Devonte' Graham,10.3
193,Treveon Graham,6.1
194,Jerami Grant,13.8
195,Jerian Grant,10.8
196,Donte Grantham,-38.1
197,Danny Green,13.0
198,Draymond Green,12.9
199,Gerald Green,11.4
200,JaMychal Green,14.7
201,Jeff Green,13.6
202,Blake Griffin,21.0
203,Daniel Hamilton,7.1
204,Dusty Hannahs,4.5
205,Tim Hardaway Jr.,13.6
206,James Harden,30.6
207,Maurice Harkless,13.2
208,Montrezl Harrell,23.4
209,Devin Harris,10.7
210,Gary Harris,12.2
211,Joe Harris,13.5
212,Tobias Harris,17.2
213,Andrew Harrison,5.8
214,Shaquille Harrison,12.4
215,Josh Hart,9.3
216,Isaiah Hartenstein,10.0
217,Udonis Haslem,3.6
218,Gordon Hayward,15.6
219,John Henson,17.1
220,Juancho Hernangómez,11.0
221,Willy Hernangómez,20.4
222,Mario Hezonja,10.8
223,Isaiah Hicks,17.4
224,Buddy Hield,17.5
225,Haywood Highsmith,4.5
226,Nenê,11.9
227,George Hill,12.1
228,Solomon Hill,6.8
229,Aaron Holiday,11.9
230,Jrue Holiday,19.4
231,Justin Holiday,10.0
232,John Holland,0.0
233,Rondae Hollis-Jefferson,12.5
234,Richaun Holmes,20.7
235,Rodney Hood,12.3
236,Al Horford,20.2
237,Danuel House Jr.,12.2
238,Dwight Howard,17.4
239,Kevin Huerter,10.1
240,Isaac Humphries,3.4
241,R.J. Hunter,21.5
242,Chandler Hutchison,8.8
243,Serge Ibaka,18.7
244,Andre Iguodala,13.1
245,Ersan İlyasova,11.6
246,Joe Ingles,13.4
247,Andre Ingram,-11.9
248,Brandon Ingram,13.4
249,Kyrie Irving,24.3
250,Jonathan Isaac,13.0
251,Wes Iwundu,8.7
252,Demetrius Jackson,21.0
253,Frank Jackson,9.4
254,Jaren Jackson Jr.,16.4
255,Josh Jackson,10.6
256,Justin Jackson,11.3
257,Reggie Jackson,15.2
258,LeBron James,25.6
259,Amile Jefferson,21.1
260,John Jenkins,9.7
261,Jonas Jerebko,13.5
262,Alize Johnson,6.3
263,Amir Johnson,13.1
264,B.J. Johnson,12.8
265,James Johnson,10.9
266,Stanley Johnson,9.6
267,Tyler Johnson,12.4
268,Wesley Johnson,5.5
269,Nikola Jokić,26.3
270,Damian Jones,15.3
271,Derrick Jones Jr.,14.0
272,Jalen Jones,11.7
273,Jemerrio Jones,12.1
274,Terrence Jones,-15.8
275,Tyus Jones,13.7
276,DeAndre Jordan,19.0
277,Cory Joseph,11.0
278,Frank Kaminsky,16.8
279,Luke Kennard,11.9
280,Michael Kidd-Gilchrist,13.3
281,George King,1.9
282,Maxi Kleber,13.1
283,Brandon Knight,8.9
284,Kevin Knox,8.7
285,Furkan Korkmaz,11.5
286,Luke Kornet,14.8
287,Kyle Korver,11.2
288,Kosta Koufos,12.3
289,Rodions Kurucs,11.0
290,Kyle Kuzma,14.0
291,Skal Labissière,12.6
292,Jeremy Lamb,17.3
293,Zach LaVine,18.7
294,Jake Layman,13.5
295,T.J. Leaf,16.9
296,Courtney Lee,10.3
297,Damion Lee,11.9
298,Walt Lemon Jr.,16.3
299,Alex Len,17.2
300,Kawhi Leonard,25.8
301,Meyers Leonard,15.8
302,Jon Leuer,13.2
303,Caris LeVert,14.9
304,Damian Lillard,23.7
305,Jeremy Lin,13.5
306,Shaun Livingston,11.7
307,Zach Lofton,-10.0
308,Kevon Looney,17.3
309,Brook Lopez,14.6
310,Robin Lopez,15.9
311,Kevin Love,19.5
312,Kyle Lowry,16.5
313,Jordan Loyd,16.3
314,Kalin Lucas,16.6
315,Timothé Luwawu-Cabarrot,8.0
316,Tyler Lydon,9.3
317,Trey Lyles,12.7
318,Scott Machado,22.2
319,Shelvin Mack,10.4
320,Daryl Macon,5.5
321,J.P. Macura,5.7
322,Ian Mahinmi,12.0
323,Thon Maker,11.3
324,Boban Marjanović,24.2
325,Lauri Markkanen,17.1
326,Jarell Martin,9.4
327,Frank Mason III,12.4
328,Yante Maten,5.7
329,Wesley Matthews,10.3
330,Luc Mbah a Moute,6.7
331,Tahjere McCall,9.6
332,Patrick McCaw,7.5
333,CJ McCollum,17.0
334,T.J. McConnell,13.4
335,Doug McDermott,11.6
336,JaVale McGee,21.8
337,Rodney McGruder,9.4
338,Alfonzo McKinnie,11.2
339,Ben McLemore,10.5
340,Jordan McRae,14.3
341,Jodie Meeks,16.0
342,Salah Mejri,16.1
343,De'Anthony Melton,9.9
344,Chimezie Metu,6.4
345,Khris Middleton,16.5
346,C.J. Miles,9.0
347,Darius Miller,8.4
348,Malcolm Miller,13.7
349,Patty Mills,13.2
350,Paul Millsap,17.9
351,Shake Milton,9.3
352,Nikola Mirotić,17.2
353,Donovan Mitchell,17.2
354,Naz Mitrou-Long,2.2
355,Malik Monk,11.8
356,Greg Monroe,16.0
357,E'Twaun Moore,11.5
358,Eric Moreland,6.7
359,Jaylen Morris,12.2
360,Marcus Morris,14.2
361,Markieff Morris,11.7
362,Monte Morris,16.2
363,Donatas Motiejūnas,-0.5
364,Johnathan Motley,18.9
365,Emmanuel Mudiay,14.6
366,Jamal Murray,16.0
367,Džanan Musa,5.8
368,Mike Muscala,10.8
369,Svi Mykhailiuk,6.0
370,Abdel Nader,8.8
371,Larry Nance Jr.,18.6
372,Shabazz Napier,15.3
373,Raul Neto,13.5
374,Georges Niang,13.0
375,Joakim Noah,18.6
376,Nerlens Noel,19.3
377,Dirk Nowitzki,9.6
378,Frank Ntilikina,6.0
379,James Nunnally,7.3
380,Jusuf Nurkić,23.4
381,David Nwaba,12.5
382,Royce O'Neale,9.0
383,Kyle O'Quinn,16.8
384,Semi Ojeleye,8.5
385,Jahlil Okafor,17.9
386,Elie Okobo,7.6
387,Josh Okogie,9.4
388,Victor Oladipo,17.6
389,Kelly Olynyk,14.4
390,Cedi Osman,11.5
391,Kelly Oubre Jr.,15.2
392,Zaza Pachulia,13.7
393,Jabari Parker,15.5
394,Tony Parker,15.3
395,Chandler Parsons,8.5
396,Patrick Patterson,8.1
397,Justin Patton,10.5
398,Chris Paul,19.7
399,Cameron Payne,11.5
400,Elfrid Payton,14.0
401,Gary Payton II,36.9
402,Theo Pinson,8.1
403,Mason Plumlee,17.8
404,Miles Plumlee,18.9
405,Jakob Poeltl,19.4
406,Quincy Pondexter,13.2
407,Otto Porter Jr.,15.9
408,Bobby Portis,16.1
409,Dwight Powell,20.4
410,Norman Powell,13.3
411,Alex Poythress,12.2
412,Taurean Prince,11.9
413,Zhou Qi,80.4
414,Ivan Rabb,16.1
415,Chasson Randle,9.9
416,Julius Randle,20.9
417,J.J. Redick,15.1
418,Davon Reed,8.1
419,Cameron Reynolds,10.4
420,Josh Richardson,14.0
421,Malachi Richardson,0.9
422,Austin Rivers,7.7
423,Devin Robinson,20.6
424,Duncan Robinson,7.6
425,Glenn Robinson III,8.7
426,Jerome Robinson,7.2
427,Mitchell Robinson,22.0
428,Rajon Rondo,12.1
429,Derrick Rose,19.5
430,Terrence Ross,15.4
431,Terry Rozier,12.9
432,Ricky Rubio,14.0
433,D'Angelo Russell,19.4
434,Domantas Sabonis,21.9
435,Brandon Sampson,8.5
436,JaKarr Sampson,22.5
437,Dario Šarić,13.1
438,Tomáš Satoranský,14.1
439,Dennis Schröder,12.7
440,Mike Scott,8.6
441,Thabo Sefolosha,12.1
442,Wayne Selden,8.3
443,Collin Sexton,12.0
444,Landry Shamet,11.0
445,Iman Shumpert,9.1
446,Pascal Siakam,18.7
447,Jordan Sibert,29.7
448,Ben Simmons,20.0
449,Jonathon Simmons,8.5
450,Kobi Simmons,0.0
451,Anfernee Simons,11.1
452,Marcus Smart,13.1
453,Dennis Smith Jr.,12.3
454,Ish Smith,11.8
455,J.R. Smith,7.8
456,Jason Smith,9.8
457,Zhaire Smith,9.5
458,Tony Snell,10.7
459,Ray Spalding,14.6
460,Omari Spellman,12.4
461,Nik Stauskas,10.9
462,D.J. Stephens,5.5
463,Lance Stephenson,11.8
464,Edmond Sumner,7.6
465,Caleb Swanigan,4.7
466,Jayson Tatum,15.1
467,Jeff Teague,15.4
468,Garrett Temple,8.5
469,Miloš Teodosić,6.5
470,Jared Terrell,0.7
471,Emanuel Terry,19.7
472,Daniel Theis,17.0
473,Isaiah Thomas,7.0
474,Khyri Thomas,6.2
475,Lance Thomas,6.4
476,Klay Thompson,16.6
477,Tristan Thompson,18.4
478,Sindarius Thornwell,5.2
479,Anthony Tolliver,8.6
480,Karl-Anthony Towns,26.3
481,Gary Trent Jr.,3.6
482,Allonzo Trier,12.2
483,P.J. Tucker,9.2
484,Evan Turner,11.6
485,Myles Turner,18.0
486,Ekpe Udoh,20.9
487,Tyler Ulis,0.0
488,Jonas Valančiūnas,24.4
489,Jarred Vanderbilt,12.4
490,Fred VanVleet,13.7
491,Noah Vonleh,13.9
492,Nikola Vučević,25.5
493,Dwyane Wade,15.8
494,Moritz Wagner,10.1
495,Dion Waiters,11.4
496,Kemba Walker,21.7
497,Lonnie Walker IV,10.8
498,John Wall,18.0
499,Tyrone Wallace,7.0
500,Brad Wanamaker,14.3
501,T.J. Warren,16.3
502,Julian Washburn,6.5
503,Yuta Watanabe,3.3
504,Thomas Welsh,16.1
505,Russell Westbrook,21.1
506,Derrick White,14.8
507,Okaro White,-4.5
508,Hassan Whiteside,23.5
509,Andrew Wiggins,12.4
510,Alan Williams,32.9
511,C.J. Williams,8.8
512,Johnathan Williams,15.1
513,Kenrich Williams,9.7
514,Lou Williams,21.2
515,Marvin Williams,12.6
516,Robert Williams,18.8
517,Troy Williams,10.5
518,D.J. Wilson,10.3
519,Justise Winslow,12.8
520,Christian Wood,21.9
521,Delon Wright,15.5
522,Guerschon Yabusele,12.4
523,Nick Young,2.3
524,Thaddeus Young,16.2
525,Trae Young,17.0
526,Cody Zeller,17.2
527,Tyler Zeller,17.3
528,Ante Žižić,16.2
529,Ivica Zubac,18.9
